ticker,date,days,impl_volatility,post,key
True,2020-11-03,30,1.190887,0,30_0
True,2020-11-03,60,1.1438375,0,60_0
True,2020-11-03,91,1.1158755,0,91_0
True,2020-11-03,122,1.0412675,0,122_0
True,2020-11-03,152,1.033263,0,152_0
A,2020-11-03,30,0.3467605,0,30_0
A,2020-11-03,60,0.331304,0,60_0
A,2020-11-03,91,0.33365449999999996,0,91_0
A,2020-11-03,122,0.33255250000000003,0,122_0
A,2020-11-03,152,0.3120405,0,152_0
A,2020-11-03,182,0.303622,0,182_0
A,2020-11-03,273,0.295673,0,273_0
A,2020-11-03,365,0.281598,0,365_0
A,2020-11-03,547,0.2827655,0,547_0
A,2020-11-03,730,0.28418299999999996,0,730_0
AA,2020-11-03,10,0.6762585,0,10_0
AA,2020-11-03,30,0.637705,0,30_0
AA,2020-11-03,60,0.622851,0,60_0
AA,2020-11-03,91,0.617281,0,91_0
AA,2020-11-03,122,0.5981595,0,122_0
AA,2020-11-03,152,0.5976714999999999,0,152_0
AA,2020-11-03,182,0.598725,0,182_0
AA,2020-11-03,273,0.5906415,0,273_0
AA,2020-11-03,365,0.5858065,0,365_0
AA,2020-11-03,547,0.58678,0,547_0
AA,2020-11-03,730,0.5812805000000001,0,730_0
AAIC,2020-11-03,30,0.6864415,0,30_0
AAIC,2020-11-03,60,0.6864415,0,60_0
AAIC,2020-11-03,91,0.6864415,0,91_0
AAIC,2020-11-03,122,0.6864415,0,122_0
AAIC,2020-11-03,152,0.6864415,0,152_0
AAL,2020-11-03,10,0.800362,0,10_0
AAL,2020-11-03,30,0.832439,0,30_0
AAL,2020-11-03,60,0.8315144999999999,0,60_0
AAL,2020-11-03,91,0.8122130000000001,0,91_0
AAL,2020-11-03,122,0.8101119999999999,0,122_0
AAL,2020-11-03,152,0.8174355,0,152_0
AAL,2020-11-03,182,0.8229660000000001,0,182_0
AAL,2020-11-03,273,0.835638,0,273_0
AAL,2020-11-03,365,0.8442195,0,365_0
AAL,2020-11-03,547,0.8524365,0,547_0
AAL,2020-11-03,730,0.8485635,0,730_0
AAOI,2020-11-03,10,1.0909840000000002,0,10_0
AAOI,2020-11-03,30,0.9300155,0,30_0
AAOI,2020-11-03,60,0.853889,0,60_0
AAOI,2020-11-03,91,0.795597,0,91_0
AAOI,2020-11-03,122,0.7861595,0,122_0
AAOI,2020-11-03,152,0.7806120000000001,0,152_0
AAOI,2020-11-03,182,0.773375,0,182_0
AAOI,2020-11-03,273,0.7743709999999999,0,273_0
AAOI,2020-11-03,365,0.8319775,0,365_0
AAOI,2020-11-03,547,0.7537795,0,547_0
AAOI,2020-11-03,730,0.7055830000000001,0,730_0
AAON,2020-11-03,30,0.446292,0,30_0
AAON,2020-11-03,60,0.470609,0,60_0
AAON,2020-11-03,91,0.4769675,0,91_0
AAON,2020-11-03,122,0.3922075,0,122_0
AAON,2020-11-03,152,0.384143,0,152_0
AAP,2020-11-03,30,0.410876,0,30_0
AAP,2020-11-03,60,0.3799585,0,60_0
AAP,2020-11-03,91,0.3673685,0,91_0
AAP,2020-11-03,122,0.36282250000000005,0,122_0
AAP,2020-11-03,152,0.36286799999999997,0,152_0
AAP,2020-11-03,182,0.36229750000000005,0,182_0
AAP,2020-11-03,273,0.3663565,0,273_0
AAP,2020-11-03,365,0.37802199999999997,0,365_0
AAP,2020-11-03,547,0.382687,0,547_0
AAP,2020-11-03,730,0.386621,0,730_0
AAPL,2020-11-03,10,0.433195,0,10_0
AAPL,2020-11-03,30,0.397811,0,30_0
AAPL,2020-11-03,60,0.3870745,0,60_0
AAPL,2020-11-03,91,0.3886495,0,91_0
AAPL,2020-11-03,122,0.38778250000000003,0,122_0
AAPL,2020-11-03,152,0.384976,0,152_0
AAPL,2020-11-03,182,0.3820785,0,182_0
AAPL,2020-11-03,273,0.370912,0,273_0
AAPL,2020-11-03,365,0.365514,0,365_0
AAPL,2020-11-03,547,0.363825,0,547_0
AAPL,2020-11-03,730,0.3636645,0,730_0
AAT,2020-11-03,30,0.4363465,0,30_0
AAT,2020-11-03,60,0.404943,0,60_0
AAT,2020-11-03,91,0.4134465,0,91_0
AAT,2020-11-03,122,0.49705699999999997,0,122_0
AAT,2020-11-03,152,0.493074,0,152_0
AAWW,2020-11-03,30,0.6296135,0,30_0
AAWW,2020-11-03,60,0.5810865000000001,0,60_0
AAWW,2020-11-03,91,0.5678955,0,91_0
AAWW,2020-11-03,122,0.567973,0,122_0
AAWW,2020-11-03,152,0.5637995,0,152_0
AAWW,2020-11-03,182,0.562774,0,182_0
AAWW,2020-11-03,273,0.556916,0,273_0
AAWW,2020-11-03,365,0.5439095,0,365_0
AAXJ,2020-11-03,30,0.246555,0,30_0
AAXJ,2020-11-03,60,0.24556050000000001,0,60_0
AAXJ,2020-11-03,91,0.221355,0,91_0
AAXJ,2020-11-03,122,0.221165,0,122_0
AAXJ,2020-11-03,152,0.22053299999999998,0,152_0
AAXJ,2020-11-03,182,0.219046,0,182_0
AB,2020-11-03,30,0.34923550000000003,0,30_0
AB,2020-11-03,60,0.346412,0,60_0
AB,2020-11-03,91,0.3436495,0,91_0
AB,2020-11-03,122,0.30368300000000004,0,122_0
AB,2020-11-03,152,0.2975045,0,152_0
ABB,2020-11-03,30,0.302027,0,30_0
ABB,2020-11-03,60,0.29968,0,60_0
ABB,2020-11-03,91,0.28478400000000004,0,91_0
ABB,2020-11-03,122,0.285057,0,122_0
ABB,2020-11-03,152,0.28767600000000004,0,152_0
ABB,2020-11-03,182,0.2851905,0,182_0
ABB,2020-11-03,273,0.28297700000000003,0,273_0
ABB,2020-11-03,365,0.276459,0,365_0
ABB,2020-11-03,547,0.26725,0,547_0
ABB,2020-11-03,730,0.2618555,0,730_0
ABBV,2020-11-03,10,0.35769850000000003,0,10_0
ABBV,2020-11-03,30,0.32500249999999997,0,30_0
ABBV,2020-11-03,60,0.306994,0,60_0
ABBV,2020-11-03,91,0.30271950000000003,0,91_0
ABBV,2020-11-03,122,0.301852,0,122_0
ABBV,2020-11-03,152,0.30047500000000005,0,152_0
ABBV,2020-11-03,182,0.300943,0,182_0
ABBV,2020-11-03,273,0.2994525,0,273_0
ABBV,2020-11-03,365,0.29820250000000004,0,365_0
ABBV,2020-11-03,547,0.3003535,0,547_0
ABBV,2020-11-03,730,0.299743,0,730_0
ABC,2020-11-03,10,0.48808799999999997,0,10_0
ABC,2020-11-03,30,0.428296,0,30_0
ABC,2020-11-03,60,0.39356800000000003,0,60_0
ABC,2020-11-03,91,0.372197,0,91_0
ABC,2020-11-03,122,0.3700455,0,122_0
ABC,2020-11-03,152,0.36685900000000005,0,152_0
ABC,2020-11-03,182,0.365941,0,182_0
ABC,2020-11-03,273,0.35790849999999996,0,273_0
ABC,2020-11-03,365,0.341237,0,365_0
ABC,2020-11-03,547,0.342586,0,547_0
ABC,2020-11-03,730,0.344534,0,730_0
ABCB,2020-11-03,30,0.6027595,0,30_0
ABCB,2020-11-03,60,0.5753045,0,60_0
ABCB,2020-11-03,91,0.5680115,0,91_0
ABCB,2020-11-03,122,0.555393,0,122_0
ABCB,2020-11-03,152,0.556513,0,152_0
ABEV,2020-11-03,30,0.4256365,0,30_0
ABEV,2020-11-03,60,0.4256365,0,60_0
ABEV,2020-11-03,91,0.4256365,0,91_0
ABEV,2020-11-03,122,0.4256365,0,122_0
ABEV,2020-11-03,152,0.4256675,0,152_0
ABEV,2020-11-03,182,0.4266635,0,182_0
ABEV,2020-11-03,273,0.48078449999999995,0,273_0
ABEV,2020-11-03,365,0.48126250000000004,0,365_0
ABEV,2020-11-03,547,0.476891,0,547_0
