ticker,date,days,impl_volatility,post,key
True,2020-11-04,30,1.1837745000000002,1,30_1
True,2020-11-04,60,1.119475,1,60_1
True,2020-11-04,91,1.0921150000000002,1,91_1
True,2020-11-04,122,1.024313,1,122_1
True,2020-11-04,152,1.018184,1,152_1
A,2020-11-04,30,0.32288700000000004,1,30_1
A,2020-11-04,60,0.30678649999999996,1,60_1
A,2020-11-04,91,0.29004949999999996,1,91_1
A,2020-11-04,122,0.28463099999999997,1,122_1
A,2020-11-04,152,0.28629499999999997,1,152_1
A,2020-11-04,182,0.287,1,182_1
A,2020-11-04,273,0.2839185,1,273_1
A,2020-11-04,365,0.2785295,1,365_1
A,2020-11-04,547,0.277718,1,547_1
A,2020-11-04,730,0.27572399999999997,1,730_1
AA,2020-11-04,10,0.590063,1,10_1
AA,2020-11-04,30,0.5777779999999999,1,30_1
AA,2020-11-04,60,0.5750935,1,60_1
AA,2020-11-04,91,0.5762805,1,91_1
AA,2020-11-04,122,0.583512,1,122_1
AA,2020-11-04,152,0.585289,1,152_1
AA,2020-11-04,182,0.586598,1,182_1
AA,2020-11-04,273,0.5849869999999999,1,273_1
AA,2020-11-04,365,0.5857425,1,365_1
AA,2020-11-04,547,0.5911200000000001,1,547_1
AA,2020-11-04,730,0.5902565,1,730_1
AAIC,2020-11-04,30,0.73637,1,30_1
AAIC,2020-11-04,60,0.710296,1,60_1
AAIC,2020-11-04,91,0.6963465,1,91_1
AAIC,2020-11-04,122,0.6861535000000001,1,122_1
AAIC,2020-11-04,152,0.6784185,1,152_1
AAL,2020-11-04,10,0.688579,1,10_1
AAL,2020-11-04,30,0.7840914999999999,1,30_1
AAL,2020-11-04,60,0.782807,1,60_1
AAL,2020-11-04,91,0.7766535,1,91_1
AAL,2020-11-04,122,0.7802555,1,122_1
AAL,2020-11-04,152,0.790558,1,152_1
AAL,2020-11-04,182,0.7960069999999999,1,182_1
AAL,2020-11-04,273,0.8106375,1,273_1
AAL,2020-11-04,365,0.840781,1,365_1
AAL,2020-11-04,547,0.8518605,1,547_1
AAL,2020-11-04,730,0.8340755,1,730_1
AAOI,2020-11-04,10,1.0347715,1,10_1
AAOI,2020-11-04,30,0.8530365,1,30_1
AAOI,2020-11-04,60,0.786859,1,60_1
AAOI,2020-11-04,91,0.762741,1,91_1
AAOI,2020-11-04,122,0.7679045,1,122_1
AAOI,2020-11-04,152,0.764024,1,152_1
AAOI,2020-11-04,182,0.7580005,1,182_1
AAOI,2020-11-04,273,0.765193,1,273_1
AAOI,2020-11-04,365,0.771102,1,365_1
AAOI,2020-11-04,547,0.743441,1,547_1
AAOI,2020-11-04,730,0.721986,1,730_1
AAON,2020-11-04,30,0.641678,1,30_1
AAON,2020-11-04,60,0.5396989999999999,1,60_1
AAON,2020-11-04,91,0.5031415,1,91_1
AAON,2020-11-04,122,0.3563585,1,122_1
AAON,2020-11-04,152,0.3414515,1,152_1
AAP,2020-11-04,30,0.40429899999999996,1,30_1
AAP,2020-11-04,60,0.380259,1,60_1
AAP,2020-11-04,91,0.3717745,1,91_1
AAP,2020-11-04,122,0.3696605,1,122_1
AAP,2020-11-04,152,0.36754549999999997,1,152_1
AAP,2020-11-04,182,0.3628575,1,182_1
AAP,2020-11-04,273,0.3644145,1,273_1
AAP,2020-11-04,365,0.3753385,1,365_1
AAP,2020-11-04,547,0.379492,1,547_1
AAP,2020-11-04,730,0.382017,1,730_1
AAPL,2020-11-04,10,0.38869600000000004,1,10_1
AAPL,2020-11-04,30,0.3667545,1,30_1
AAPL,2020-11-04,60,0.36518550000000005,1,60_1
AAPL,2020-11-04,91,0.3706725,1,91_1
AAPL,2020-11-04,122,0.3721875,1,122_1
AAPL,2020-11-04,152,0.370407,1,152_1
AAPL,2020-11-04,182,0.36863,1,182_1
AAPL,2020-11-04,273,0.361284,1,273_1
AAPL,2020-11-04,365,0.35603,1,365_1
AAPL,2020-11-04,547,0.3536715,1,547_1
AAPL,2020-11-04,730,0.35302500000000003,1,730_1
AAT,2020-11-04,30,0.5016335000000001,1,30_1
AAT,2020-11-04,60,0.4580375,1,60_1
AAT,2020-11-04,91,0.43987350000000003,1,91_1
AAT,2020-11-04,122,0.48085900000000004,1,122_1
AAT,2020-11-04,152,0.4867395,1,152_1
AAWW,2020-11-04,30,0.5500905,1,30_1
AAWW,2020-11-04,60,0.5135270000000001,1,60_1
AAWW,2020-11-04,91,0.5101644999999999,1,91_1
AAWW,2020-11-04,122,0.5150859999999999,1,122_1
AAWW,2020-11-04,152,0.518629,1,152_1
AAWW,2020-11-04,182,0.5202875,1,182_1
AAWW,2020-11-04,273,0.5204135,1,273_1
AAWW,2020-11-04,365,0.518289,1,365_1
AAXJ,2020-11-04,30,0.20053300000000002,1,30_1
AAXJ,2020-11-04,60,0.2015065,1,60_1
AAXJ,2020-11-04,91,0.1992085,1,91_1
AAXJ,2020-11-04,122,0.1994365,1,122_1
AAXJ,2020-11-04,152,0.19995200000000002,1,152_1
AAXJ,2020-11-04,182,0.200635,1,182_1
AB,2020-11-04,30,0.3401885,1,30_1
AB,2020-11-04,60,0.328034,1,60_1
AB,2020-11-04,91,0.3203785,1,91_1
AB,2020-11-04,122,0.29198,1,122_1
AB,2020-11-04,152,0.28885099999999997,1,152_1
ABB,2020-11-04,30,0.26795599999999997,1,30_1
ABB,2020-11-04,60,0.267637,1,60_1
ABB,2020-11-04,91,0.271157,1,91_1
ABB,2020-11-04,122,0.2714555,1,122_1
ABB,2020-11-04,152,0.273625,1,152_1
ABB,2020-11-04,182,0.27304150000000005,1,182_1
ABB,2020-11-04,273,0.2780905,1,273_1
ABB,2020-11-04,365,0.27866100000000005,1,365_1
ABB,2020-11-04,547,0.270011,1,547_1
ABB,2020-11-04,730,0.2591755,1,730_1
ABBV,2020-11-04,10,0.3097045,1,10_1
ABBV,2020-11-04,30,0.2770785,1,30_1
ABBV,2020-11-04,60,0.2648685,1,60_1
ABBV,2020-11-04,91,0.269042,1,91_1
ABBV,2020-11-04,122,0.271015,1,122_1
ABBV,2020-11-04,152,0.271764,1,152_1
ABBV,2020-11-04,182,0.274432,1,182_1
ABBV,2020-11-04,273,0.2767965,1,273_1
ABBV,2020-11-04,365,0.282046,1,365_1
ABBV,2020-11-04,547,0.28586500000000004,1,547_1
ABBV,2020-11-04,730,0.287039,1,730_1
ABC,2020-11-04,10,0.4369445,1,10_1
ABC,2020-11-04,30,0.3683495,1,30_1
ABC,2020-11-04,60,0.348317,1,60_1
ABC,2020-11-04,91,0.3369095,1,91_1
ABC,2020-11-04,122,0.3349225,1,122_1
ABC,2020-11-04,152,0.3331735,1,152_1
ABC,2020-11-04,182,0.3329665,1,182_1
ABC,2020-11-04,273,0.333986,1,273_1
ABC,2020-11-04,365,0.3335875,1,365_1
ABC,2020-11-04,547,0.334936,1,547_1
ABC,2020-11-04,730,0.33562400000000003,1,730_1
ABCB,2020-11-04,30,0.532961,1,30_1
ABCB,2020-11-04,60,0.519236,1,60_1
ABCB,2020-11-04,91,0.5174245,1,91_1
ABCB,2020-11-04,122,0.5170710000000001,1,122_1
ABCB,2020-11-04,152,0.521401,1,152_1
ABEV,2020-11-04,30,0.440539,1,30_1
ABEV,2020-11-04,60,0.440539,1,60_1
ABEV,2020-11-04,91,0.440539,1,91_1
ABEV,2020-11-04,122,0.440563,1,122_1
ABEV,2020-11-04,152,0.44198,1,152_1
ABEV,2020-11-04,182,0.4776765,1,182_1
ABEV,2020-11-04,273,0.9405920000000001,1,273_1
ABEV,2020-11-04,365,1.2311364999999999,1,365_1
ABEV,2020-11-04,547,0.949894,1,547_1
ABEV,2020-11-04,730,1.2268080000000001,1,730_1
ABG,2020-11-04,30,0.567021,1,30_1
ABG,2020-11-04,60,0.528456,1,60_1
ABG,2020-11-04,91,0.514899,1,91_1
ABG,2020-11-04,122,0.511059,1,122_1
ABG,2020-11-04,152,0.5114730000000001,1,152_1
ABM,2020-11-04,30,0.475112,1,30_1
ABM,2020-11-04,60,0.442004,1,60_1
ABM,2020-11-04,91,0.428465,1,91_1
ABM,2020-11-04,122,0.4271415,1,122_1
ABM,2020-11-04,152,0.4275505,1,152_1
ABMD,2020-11-04,30,0.42035449999999996,1,30_1
ABMD,2020-11-04,60,0.4193565,1,60_1
ABMD,2020-11-04,91,0.433209,1,91_1
ABMD,2020-11-04,122,0.4512755,1,122_1
ABMD,2020-11-04,152,0.4534665,1,152_1
ABMD,2020-11-04,182,0.454876,1,182_1
ABMD,2020-11-04,273,0.45685,1,273_1
ABMD,2020-11-04,365,0.456698,1,365_1
ABR,2020-11-04,30,0.3961485,1,30_1
ABR,2020-11-04,60,0.3958785,1,60_1
ABR,2020-11-04,91,0.397592,1,91_1
ABR,2020-11-04,122,0.4098535,1,122_1
ABR,2020-11-04,152,0.4106655,1,152_1
ABR,2020-11-04,182,0.410661,1,182_1
ABR,2020-11-04,273,0.4507175,1,273_1
ABR,2020-11-04,365,0.47837050000000003,1,365_1
ABR,2020-11-04,547,0.4801495,1,547_1
ABR,2020-11-04,730,0.451011,1,730_1
ABT,2020-11-04,10,0.308958,1,10_1
ABT,2020-11-04,30,0.302765,1,30_1
ABT,2020-11-04,60,0.2924465,1,60_1
ABT,2020-11-04,91,0.29527950000000003,1,91_1
ABT,2020-11-04,122,0.296343,1,122_1
ABT,2020-11-04,152,0.29584,1,152_1
ABT,2020-11-04,182,0.295559,1,182_1
ABT,2020-11-04,273,0.2943295,1,273_1
ABT,2020-11-04,365,0.292318,1,365_1
ABT,2020-11-04,547,0.2914005,1,547_1
ABT,2020-11-04,730,0.2886825,1,730_1
ABTX,2020-11-04,30,0.518473,1,30_1
ABTX,2020-11-04,60,0.5066875,1,60_1
ABTX,2020-11-04,91,0.467367,1,91_1
ABTX,2020-11-04,122,0.471144,1,122_1
ABTX,2020-11-04,152,0.46655100000000005,1,152_1
ABTX,2020-11-04,182,0.4667695,1,182_1
ABUS,2020-11-04,30,1.531198,1,30_1
ABUS,2020-11-04,60,1.406507,1,60_1
ABUS,2020-11-04,91,1.3578670000000002,1,91_1
ABUS,2020-11-04,122,1.3545685,1,122_1
ABUS,2020-11-04,152,1.415716,1,152_1
ABUS,2020-11-04,182,1.5166645,1,182_1
ABUS,2020-11-04,273,1.7972905,1,273_1
ABUS,2020-11-04,365,1.557213,1,365_1
ABUS,2020-11-04,547,1.039816,1,547_1
ABUS,2020-11-04,730,1.0382375000000001,1,730_1
ACA,2020-11-04,30,0.3743035,1,30_1
ACA,2020-11-04,60,0.3501035,1,60_1
ACA,2020-11-04,91,0.3668595,1,91_1
ACA,2020-11-04,122,0.3788805,1,122_1
ACA,2020-11-04,152,0.411513,1,152_1
ACA,2020-11-04,182,0.420238,1,182_1
ACAD,2020-11-04,10,0.7684285,1,10_1
ACAD,2020-11-04,30,0.6795355000000001,1,30_1
ACAD,2020-11-04,60,0.6189359999999999,1,60_1
ACAD,2020-11-04,91,0.598251,1,91_1
ACAD,2020-11-04,122,0.5665495,1,122_1
ACAD,2020-11-04,152,0.5743315,1,152_1
ACAD,2020-11-04,182,0.5937760000000001,1,182_1
ACAD,2020-11-04,273,0.604174,1,273_1
ACAD,2020-11-04,365,0.5712200000000001,1,365_1
ACAD,2020-11-04,547,0.5698529999999999,1,547_1
ACAD,2020-11-04,730,0.576253,1,730_1
ACB,2020-11-04,10,1.2570665,1,10_1
ACB,2020-11-04,30,1.492937,1,30_1
ACB,2020-11-04,60,1.2842395,1,60_1
ACB,2020-11-04,91,1.221953,1,91_1
ACB,2020-11-04,122,1.2330055,1,122_1
ACB,2020-11-04,152,1.222269,1,152_1
ACB,2020-11-04,182,1.1983920000000001,1,182_1
ACB,2020-11-04,273,1.1702095,1,273_1
ACB,2020-11-04,365,1.098389,1,365_1
ACB,2020-11-04,547,1.1254195,1,547_1
ACB,2020-11-04,730,1.1348250000000002,1,730_1
ACC,2020-11-04,30,0.416181,1,30_1
ACC,2020-11-04,60,0.401474,1,60_1
ACC,2020-11-04,91,0.357815,1,91_1
ACC,2020-11-04,122,0.3688325,1,122_1
ACC,2020-11-04,152,0.360398,1,152_1
ACC,2020-11-04,182,0.3470075,1,182_1
ACCD,2020-11-04,30,0.671191,1,30_1
ACCD,2020-11-04,60,0.679088,1,60_1
ACCD,2020-11-04,91,0.682987,1,91_1
ACCD,2020-11-04,122,0.6826194999999999,1,122_1
ACCD,2020-11-04,152,0.681245,1,152_1
ACCO,2020-11-04,30,0.5129969999999999,1,30_1
ACCO,2020-11-04,60,0.5070545,1,60_1
ACCO,2020-11-04,91,0.3907955,1,91_1
ACCO,2020-11-04,122,0.4156355,1,122_1
ACCO,2020-11-04,152,0.4911955,1,152_1
ACCO,2020-11-04,182,0.546879,1,182_1
ACEL,2020-11-04,30,0.7662905,1,30_1
ACEL,2020-11-04,60,0.748076,1,60_1
ACEL,2020-11-04,91,0.743979,1,91_1
ACEL,2020-11-04,122,0.7553974999999999,1,122_1
ACEL,2020-11-04,152,0.7580695,1,152_1
ACER,2020-11-04,30,2.007662,1,30_1
ACER,2020-11-04,60,1.925585,1,60_1
ACER,2020-11-04,91,1.8609805000000001,1,91_1
ACER,2020-11-04,122,1.822699,1,122_1
ACER,2020-11-04,152,1.802377,1,152_1
ACES,2020-11-04,30,0.5080705,1,30_1
ACES,2020-11-04,60,0.505432,1,60_1
ACES,2020-11-04,91,0.470916,1,91_1
ACES,2020-11-04,122,0.469571,1,122_1
ACES,2020-11-04,152,0.45950599999999997,1,152_1
ACES,2020-11-04,182,0.438941,1,182_1
ACGL,2020-11-04,30,0.4164485,1,30_1
ACGL,2020-11-04,60,0.4145585,1,60_1
ACGL,2020-11-04,91,0.395678,1,91_1
ACGL,2020-11-04,122,0.3983455,1,122_1
ACGL,2020-11-04,152,0.3918735,1,152_1
ACGL,2020-11-04,182,0.3786505,1,182_1
ACGN,2020-11-04,30,1.827186,1,30_1
ACGN,2020-11-04,60,1.923453,1,60_1
ACGN,2020-11-04,91,1.984458,1,91_1
ACGN,2020-11-04,122,1.948119,1,122_1
ACGN,2020-11-04,152,1.8424155,1,152_1
ACGN,2020-11-04,182,1.866884,1,182_1
ACHC,2020-11-04,30,0.5014105,1,30_1
ACHC,2020-11-04,60,0.5025705,1,60_1
ACHC,2020-11-04,91,0.549814,1,91_1
ACHC,2020-11-04,122,0.5495165,1,122_1
ACHC,2020-11-04,152,0.5338335000000001,1,152_1
ACHC,2020-11-04,182,0.5009224999999999,1,182_1
ACHHY,2020-11-04,30,0.38488750000000005,1,30_1
ACHHY,2020-11-04,60,0.3762605,1,60_1
ACHHY,2020-11-04,91,0.3482005,1,91_1
ACHHY,2020-11-04,122,0.351854,1,122_1
ACHHY,2020-11-04,152,0.362969,1,152_1
ACHHY,2020-11-04,182,0.3662905,1,182_1
ACI,2020-11-04,30,0.3572735,1,30_1
ACI,2020-11-04,60,0.3636145,1,60_1
ACI,2020-11-04,91,0.36710200000000004,1,91_1
ACI,2020-11-04,122,0.383931,1,122_1
ACI,2020-11-04,152,0.38541499999999995,1,152_1
ACI,2020-11-04,182,0.385699,1,182_1
ACI,2020-11-04,273,0.403393,1,273_1
ACI,2020-11-04,365,0.4116145,1,365_1
ACI,2020-11-04,547,0.4183205,1,547_1
ACI,2020-11-04,730,0.41426,1,730_1
ACIU,2020-11-04,30,1.174736,1,30_1
ACIU,2020-11-04,60,1.145578,1,60_1
ACIU,2020-11-04,91,1.1547494999999999,1,91_1
ACIU,2020-11-04,122,1.1460905000000001,1,122_1
ACIU,2020-11-04,152,1.130071,1,152_1
ACIU,2020-11-04,182,1.1241115,1,182_1
ACIW,2020-11-04,30,0.4961575,1,30_1
ACIW,2020-11-04,60,0.4858255,1,60_1
ACIW,2020-11-04,91,0.4472045,1,91_1
ACIW,2020-11-04,122,0.447231,1,122_1
ACIW,2020-11-04,152,0.450465,1,152_1
ACIW,2020-11-04,182,0.4523585,1,182_1
ACLS,2020-11-04,30,0.5212435,1,30_1
ACLS,2020-11-04,60,0.5195565,1,60_1
